route_label,route_index,route_option_id,distance_km,optimized_route_time_min,optimized_route_cost,traffic_density_index,estimated_co2_kgco2e,delivery_efficiency_score,route_reliability_index,time_score,cost_score,co2_score,reliability_score,traffic_score,efficiency_score,delivery_option_score,score_rank,score_category
Route option 46,45,46,36.4179008572157,53.3,433.45,0.4572334659182971,25.49191963041093,0.0552,0.66,87.0425420299268,87.30555791672234,27.56103538691602,60.202360876897146,68.18387821226634,4.230613073487617,60.83026948633928,524,Good
Route option 705,704,705,38.7377523760977,54.88,590.14,0.2116273082127925,27.115776774338258,0.0537,0.634,86.64784791786366,82.54878507850543,22.816249754984636,55.817875210792586,99.04939387205933,4.108810393828665,60.817343987075866,525,Good
Route option 399,398,399,32.64529692803772,45.51,480.46,0.5977926783045149,22.851160171565777,0.0215,0.654,88.98853388623817,85.87843499168194,35.27713134065968,59.190556492411474,50.5196933580861,1.4941128704831508,60.75746288856401,526,Good
Route option 314,313,314,35.41067953555155,74.81,942.65,0.2845604831034405,24.786881603025247,0.0528,0.702,81.66920636506707,71.84733640150088,29.621102255984493,67.28499156829679,89.88382541589328,4.035728786033293,60.75575141186007,527,Good
Route option 490,489,490,19.39116548806049,64.53,393.63,0.9690677049558448,13.573490523237941,0.061,0.599,84.23721615747797,88.51440783961337,62.38576821171308,49.915682967959526,3.861273812524963,4.701583434835567,60.751109998932726,528,Good
Route option 648,647,648,25.51965613979986,41.19,391.52,0.6483191630559542,17.863331164036722,0.0474,0.539,90.06769753441083,88.5784629209117,49.85118392771014,39.797639123102876,44.169990969110174,3.5972391392610645,60.74841695148668,529,Good
Route option 754,753,754,17.914418216216315,86.98,777.49,0.8755218745524258,12.539792207789278,0.0455,0.645,78.62906247658064,76.86124030066424,65.4061551547606,57.672849915682974,15.617250617826201,3.442955745026391,60.71804217630966,530,Good
Route option 368,367,368,28.37347742607084,41.84,367.04,0.7225093866334844,19.86095818692323,0.0934,0.598,89.90532337438485,89.32162329540625,44.01427146801784,49.747048903878586,34.846448232931934,7.33252131546894,60.649637870805044,531,Good
Route option 981,980,981,22.44540507926197,64.22,503.11,0.8217633978806818,15.711406997232094,0.0307,0.609,84.31465614149035,85.19082949812388,56.1389407700186,51.602023608768974,22.37311992932736,2.2411693057247266,60.60560750040027,532,Good
Route option 848,847,848,13.299067779852711,101.58,697.17,0.8071966099925822,9.309124332360332,0.039,0.554,74.98188903599711,79.29958349018227,74.84591811309848,42.32715008431705,24.203739421417325,2.9151441331709305,60.599335199174185,533,Good
Route option 706,705,706,40.550621330879245,175.73,789.75,0.2647597616178849,28.38475462885404,0.017,0.894,56.458744473033406,76.48905295624824,19.108394101633483,99.6627318718381,92.37219738831112,1.1287048315062933,60.59285936603875,534,Good
Route option 520,519,520,36.4126409272132,46.08,482.9,0.5296772549664917,25.48823776765308,0.0212,0.682,88.84614423821539,85.80436181709997,27.57179350660501,63.91231028667792,59.07981125315167,1.4697523345513603,60.58698038709265,535,Good
Route option 496,495,496,25.123948520057915,34.55,421.54,0.6581462526853517,17.586342468857598,0.0563,0.526,91.72641203067623,87.66712001068596,50.66052358299212,37.6053962900506,42.93501302034859,4.31993503857085,60.57441461599399,536,Good
Route option 272,271,272,19.841055054595817,35.93,321.99,0.7292728527674124,13.88840567218197,0.0542,0.455,91.38167919862107,90.68924481791358,61.46561037666278,25.632377740303546,33.996478216620105,4.1494112870483155,60.51418133154776,537,Good
Route option 598,597,598,25.33807571807938,57.71,610.42,0.6554251063604195,17.7362279151399,0.0511,0.594,85.94089580575056,81.93312770943886,50.222569841423514,49.0725126475548,43.276981582087544,3.8976857490864805,60.4675321385678,538,Good
Route option 365,364,365,29.282794449992988,81.82,687.96,0.69300323245665,20.49746484839367,0.0241,0.72,79.9180635007869,79.57917936637078,42.154447977221466,70.32040472175379,38.55450943267334,1.7052375152253354,60.44285433111626,539,Good
Route option 212,211,212,40.440432065230496,67.5,882.35,0.2388501786365293,28.307623991504432,0.0146,0.734,83.49529114935925,73.67791526514553,19.333763889392664,72.68128161888701,95.62827470624481,0.9338205440519692,60.4138570768536,540,Good
Route option 497,496,497,29.28667243242343,81.97,556.32,0.600464711558639,20.500179371035504,0.0482,0.658,79.8805925407809,83.57548785078505,42.14651635092251,59.86509274873525,50.18389687391348,3.6622005684125054,60.40236343160285,541,Good
Route option 211,210,211,37.94413327624241,64.69,674.27,0.2637231420963383,26.560256718693378,0.0457,0.659,84.19724713347156,79.99477844834914,24.439436614820572,60.0337268128162,92.50247016475312,3.4591961023142512,60.37821645422355,542,Good
Route option 429,428,429,16.38436915149029,52.78,477.79,0.773162385247032,11.468783531547764,0.0372,0.465,87.17244135794759,85.95949047370402,68.53556010131541,27.318718381112994,28.48084674912645,2.768980917580187,60.21055378867343,543,Good
Route option 742,741,742,12.043682132331526,29.76,261.28,0.884658325699123,8.430375440235743,0.0325,0.366,92.92298468686768,92.53227040351666,77.41355476329322,10.623946037099495,14.469065740957399,2.3873325213154697,60.1355021164816,544,Good
Route option 690,689,690,20.810197615488587,135.37,759.32,0.5019100999798211,14.56678920586096,0.0293,0.601,66.54093077864654,77.41284258843244,59.48342588735835,50.252951096121414,62.56933108064976,2.127486804709704,60.07550881278013,545,Good
Route option 303,302,303,26.120718571864405,64.83,521.85,0.7733748686141135,18.28406478268001,0.0152,0.637,84.16227423746598,84.62192323104759,48.62183266607077,56.32377740303542,28.454143800163884,0.9825416159155503,60.07159460163965,546,Good
Route option 64,63,64,23.502754002250946,48.97,359.7,0.7608090136760326,16.451533504572946,0.08,0.53,88.12420374209987,89.54444997632088,53.9763480622948,38.279932546374376,30.033304501969578,6.244417377182298,59.99935558758879,547,Average
Route option 532,531,532,41.594995673006736,60.8,436.64,0.3776657505671918,29.115799147261594,0.0324,0.696,85.16899402962704,87.20871634831393,16.972338266787464,66.27318718381112,78.18321449571673,2.379212342671539,59.91054614575253,548,Average
Route option 357,356,357,45.22021205700624,56.31,481.74,0.4846345022567944,31.6533897971481,0.0349,0.79,86.2906247658065,85.83957693288485,9.557693634818673,82.12478920741991,64.74036879824527,2.5822168087697936,59.84356931018994,549,Average
Route option 625,624,625,19.48858464419645,31.17,440.7,0.943604564294519,13.641682298167996,0.0311,0.525,92.57075766281132,87.08546344306689,62.186517092170945,37.43676222596966,7.061246379059884,2.273650020300447,59.78503307833331,550,Average
Route option 143,142,143,35.801897132542265,62.16,693.25,0.5724045332219838,25.06072735760596,0.0317,0.725,84.8292573255727,79.41858629524839,28.820946031307304,71.16357504215853,53.71024117227227,2.322371092164028,59.77466291225817,551,Average
Route option 164,163,164,42.230930101153234,60.41,659.23,0.20906607456359,29.56094257812768,0.0163,0.679,85.26641852564264,80.45136063921507,15.671663411969956,63.406408094435086,99.37126608424809,1.071863580998782,59.7334730923258,552,Average
Route option 698,697,698,16.28132903792728,29.1,167.48,0.9114550079426558,11.396657180719494,0.0997,0.402,93.08785691089405,95.37983752474165,68.74630774889847,16.694772344013497,11.10150597313598,7.844092570036541,59.72142551896989,553,Average
Route option 989,988,989,36.20424341880496,80.33,986.34,0.2818114247976928,25.342363007975155,0.0246,0.7,80.29027503684645,70.52100156646549,27.998028330505402,66.94772344013491,90.22930169783358,1.745838408444986,59.66152918152133,554,Average
Route option 908,907,908,12.080141231233926,25.32,151.77,0.9855242578295542,8.455896197806618,0.152,0.349,94.03212510304513,95.8567594807592,77.33898507328625,7.757166947723439,1.7931660941560406,12.09094600081202,59.64782048408332,555,Average
Route option 856,855,856,25.79193747901165,106.97,722.04,0.7353469217593145,18.053923533521754,0.037,0.7,73.63543253978166,78.54458355089798,49.294287688610424,66.94772344013491,33.23314527195911,2.752740560292327,59.61007138352604,556,Average
Route option 597,596,597,14.299059641889004,21.53,144.19,0.912375659187112,10.009101859292484,0.1332,0.349,94.97889135919662,96.08687204769826,72.8006376369908,7.757166947723439,10.985807019704016,10.56435241575315,59.59154380292942,557,Average
Route option 725,724,725,20.502259354770636,65.74,492.11,0.9461128500431876,14.35123758952459,0.03,0.59,83.93495041342959,85.52476594091146,60.11325112534627,48.397976391231026,6.7460281704529335,2.184328055217215,59.38367055025713,558,Average
Route option 428,427,428,47.84002261881064,104.94,962.64,0.2648476511020825,33.487213238819294,0.0283,0.892,74.14253953186281,71.24048281138056,4.199402636081755,99.32546374367622,92.36115224890511,2.046285018270402,59.329977352208395,559,Average
Route option 647,646,647,47.88319095873002,77.31,513.92,0.2268366971297262,33.5174303525436,0.0128,0.757,81.04469036496715,84.862661048439,4.111110554740925,76.55986509274875,97.13801821203052,0.7876573284612263,59.27440562754233,560,Average
Route option 423,422,423,38.05446708355866,61.28,485.56,0.6353465191814414,26.637488532785316,0.0642,0.723,85.04908695760787,85.72360991366224,24.21377119640503,70.82630691399663,45.800273150951085,4.961429151441332,59.20134232882179,561,Average
Route option 606,605,606,26.04532782262426,37.02,564.66,0.7809515870896842,18.231292523014595,0.1052,0.568,91.10939022257752,83.32230331143519,48.77602914841615,44.68802698145025,27.50197173354177,8.290702395452701,59.18268368332345,562,Average
Route option 305,304,305,46.655932252208,55.71,680.58,0.3873592478304721,32.658369847243144,0.0529,0.788,86.44050860583049,79.8032203616228,6.621219253497084,81.78752107925801,76.96502520285424,4.043848964677224,59.16024979123581,563,Average
Route option 618,617,618,14.249271032841753,34.15,325.05,0.979443970488382,9.97425066824447,0.1138,0.413,91.82633459069221,90.59634977110174,72.90247013571688,18.54974704890388,2.5572805035757695,8.989037758830696,59.1252837543679,564,Average
Route option 145,144,145,24.087227047707916,45.59,560.28,0.787447991186486,16.860654830904927,0.0215,0.561,88.96854937423497,83.45527073138153,52.78092702531744,43.50758853288366,26.685563609839065,1.4941128704831508,59.12477548853745,565,Average
Route option 282,281,282,18.730801567051795,89.23,410.91,0.9375899807721382,13.111246857212878,0.0222,0.573,78.0669980764907,87.98982404585252,63.736408637940855,45.53119730185497,7.817103738791779,1.550954120990662,59.11096412425356,566,Average
Route option 134,133,134,26.84258148401114,73.0,812.7,0.4038140690628961,18.789356710755893,0.0405,0.543,82.12135594913941,75.79234010515962,47.145408530344795,40.47217537942666,74.89713510118399,3.036946812829883,59.10508727009124,567,Average
Route option 403,402,403,21.07181584986637,35.97,339.44,0.968571801335854,14.749917580853145,0.0811,0.521,91.37168694261946,90.15950018821871,58.94833886587296,36.762225969645876,3.9235944037168533,6.33373934226553,59.10481374405002,568,Average
Route option 759,758,759,35.67834616310885,67.01,580.76,0.5676018132562539,24.974243751771443,0.0588,0.685,83.61769628537884,82.83354179062792,29.07364447334439,64.41821247892075,54.31380270223025,4.522939504669103,59.09982847477808,569,Average
Route option 266,265,266,31.934070101507448,118.86,688.11,0.3860544594054629,22.35331332498374,0.0083,0.661,70.66523444330643,79.57462568760549,36.731801521099214,60.370994940978086,77.12899897265333,0.4222492894843687,59.03913375639237,570,Average
Route option 992,991,992,40.200170606420386,81.26,587.84,0.4171105505894119,28.1394450011149,0.0122,0.723,80.05795508480928,82.61860815290646,19.82516995930289,70.82630691399663,73.22615599133236,0.7389362565976453,59.01642893213132,571,Average
Route option 187,186,187,43.68901963088955,67.57,497.8,0.2179593987450597,30.58158078711487,0.0292,0.661,83.47780470135645,85.35202972641497,12.689437095133721,60.370994940978086,98.25363516100427,2.1193666260657738,58.94385699493705,572,Average
Route option 413,412,413,24.79389528331049,52.56,381.62,0.8664049721608689,17.355310740315364,0.056,0.569,87.2273987659564,88.87900571942053,51.33558051777661,44.85666104553119,16.762978787527942,4.295574502639059,58.91758483951052,573,Average
Route option 127,126,127,32.09889238944314,220.24,947.96,0.3077978121047259,22.46868616137622,0.009,0.827,45.33986160725438,71.68613617320979,36.39469097016352,88.36424957841484,86.96357232093246,0.47909053999187984,58.89703397340953,574,Average
Route option 594,593,594,26.488324723226807,71.87,521.31,0.7483524178970331,18.541382921441382,0.0412,0.605,82.40363718118459,84.63831647460262,47.86996886315183,50.9274873524452,31.598734520810684,3.093788063337394,58.87594327268238,575,Average
Route option 114,113,114,44.80549579038565,54.84,862.81,0.4207426383600503,31.363095368054957,0.0716,0.792,86.65784017386525,74.27110781897002,10.405911620829219,82.46205733558179,72.76970871407475,5.562322371092164,58.8347659608528,576,Average
Route option 887,886,887,25.839101460129896,133.98,579.5,0.7182578438595486,18.086937529051873,0.0074,0.689,66.8881616747021,82.87179269225632,49.19782333383036,65.09274873524451,35.38074289921039,0.34916768168899726,58.82552912790367,577,Average
Route option 120,119,120,44.2384020519596,54.55,733.88,0.2807581453088325,30.966139265078425,0.072,0.707,86.73028402987684,78.18514650702481,11.56578681117713,68.12816188870151,90.36166814524383,5.594803085667885,58.8160721567227,578,Average
Route option 650,649,650,23.427280652805404,42.05,393.74,0.8366293849412016,16.39870342614951,0.0929,0.515,89.85286403037645,88.5110684751855,54.13071348660243,35.75042158516021,20.5048998459981,7.29192042224929,58.77063519550731,579,Average
Route option 334,333,334,34.64290576113773,76.86,946.03,0.4788819755542766,24.249452841591943,0.0514,0.707,81.15710324498514,71.74472683998981,31.19142774611242,68.12816188870151,65.46329327488986,3.922046285018271,58.7462869730033,580,Average
Route option 467,466,467,20.36174941995161,33.51,384.69,0.7262310240289489,14.25288299243443,0.029,0.42,91.9862106867178,88.78580709402436,60.40063569045594,19.73018549747049,34.37874718511246,2.1031262687779138,58.743630610206665,581,Average
Route option 41,40,41,42.68018683421575,56.49,346.39,0.4560881128047209,29.875414754257555,0.0522,0.682,86.2456596137993,89.94851307209385,14.752799909399434,63.91231028667792,68.32781562325529,3.987007714169713,58.74162851989809,582,Average
Route option 349,348,349,30.08937876921838,84.48,757.85,0.6035397968507495,21.062060340084937,0.0234,0.665,79.25357847668057,77.45746864033224,40.50474339153911,61.04553119730186,49.7974485286214,1.6483962647178243,58.73966617684575,583,Average
Route option 934,933,934,27.680350996089388,63.58,607.65,0.727810912362467,19.37578131426172,0.0619,0.612,84.47453223751593,82.01721897730447,45.43192095951324,52.10792580101181,34.18020139719538,4.7746650426309385,58.73466903489583,584,Average
Route option 708,707,708,14.013558814971695,54.71,321.65,0.9489923102457628,9.809256070192044,0.0539,0.423,86.69031500587046,90.69956648978153,73.38457165623123,20.236087689713322,6.384164181354973,4.125050751116525,58.7160057068222,585,Average
Route option 489,488,489,29.84784458443467,63.06,402.93,0.7987250755240303,20.892990462865935,0.0468,0.633,84.60443156553671,88.23207975616569,40.99875256421854,55.64924114671164,25.268363705451335,3.548518067397483,58.65110090865245,586,Average
Route option 86,85,86,25.392812893680222,67.45,442.0,0.7249623842988853,17.774543019755157,0.0584,0.55,83.50778146936125,87.04599822710107,50.11061605377398,41.65261382799327,34.53817812047959,4.490458790093383,58.64727346988724,587,Average
Route option 867,866,867,26.31822087608712,45.25,324.93,0.9775606762078446,18.42231308221287,0.0649,0.603,89.05348355024856,90.59999271411398,48.217881771920055,50.5902192242833,2.793955551347281,5.018270401948844,58.633518615941355,588,Average
Route option 953,952,953,36.00200515101488,135.84,1175.69,0.2738766711563458,25.200799613398647,0.0219,0.78,66.42352177062776,64.77274107175384,28.411665677304004,80.43844856661046,91.22646832045245,1.5265935850588714,58.62883521242261,589,Average
Route option 784,783,784,39.86400082584024,62.68,574.78,0.5768669835871403,27.904131794504753,0.0157,0.734,84.6993579975519,83.01508178407063,20.512737043576838,72.68128161888701,53.14944158600156,1.0231425091352009,58.57342982505303,590,Average
Route option 954,953,954,23.624091046842835,121.96,878.03,0.739205885170169,16.536467400160596,0.0325,0.688,69.89083460318254,73.80906121358576,53.728177754361425,64.92411467116357,32.74818635765079,2.3873325213154697,58.551031798007585,591,Average
Route option 518,517,518,24.36532994757304,101.41,632.14,0.7653748616356482,17.055322195181123,0.0391,0.632,75.02435612400392,81.27375502422557,52.21212396497571,55.4806070826307,29.45951086009058,2.9232643118148607,58.500888939015766,592,Average
Route option 549,548,549,20.948217967155752,34.14,336.36,0.9315533835898708,14.663401136511634,0.0854,0.48,91.82883265469262,90.25300239219925,59.20113325950083,29.848229342327148,8.57572757217525,6.682907023954527,58.378014301134264,593,Average
Route option 592,591,592,40.39396687007349,49.37,692.18,0.2959104251870763,28.275099134423908,0.0199,0.632,88.02428118208388,79.4510692037741,19.42879901925825,55.4806070826307,88.45746942224486,1.3641900121802684,58.3623476913458,594,Average
Route option 938,937,938,29.60486624519147,62.9,409.28,0.6868665237119267,20.722909701753338,0.0313,0.58,84.64440058954311,88.03930735510195,41.49571546185575,46.71163575042158,39.32571436348359,2.2898903775883075,58.30006355970505,595,Average
Route option 968,967,968,28.541566925725984,62.37,426.81,0.6713251019150306,19.978618016706527,0.0631,0.554,84.77679798156429,87.50713409673227,43.670478498359756,42.32715008431705,41.2788168521546,4.872107186358101,58.21132310164602,596,Average
Route option 199,198,199,27.78576278920163,100.76,662.79,0.7027382631341383,19.449567800985662,0.0393,0.654,75.18673028402988,80.34328666318564,45.21632252257701,59.190556492411474,37.331100603547526,2.9395046691027207,58.12828061237954,597,Average
Route option 749,748,749,40.745064726740075,79.78,648.76,0.4546816177088087,28.520861743851757,0.0124,0.727,80.42766855686844,80.76920741703196,18.710699583947694,71.50084317032041,68.50457094899252,0.7551766138855056,58.10543465042461,598,Average
Route option 917,916,917,37.35292002097704,66.8,405.02,0.4073722670175892,26.14641735857352,0.0442,0.588,83.67015562938722,88.16863183203604,25.64864338351171,48.06070826306914,74.44997361420323,3.3373934226552993,58.0039270233295,599,Average
Route option 388,387,388,30.452634173211415,68.93,541.45,0.8028881051823897,21.31633302867863,0.0429,0.658,83.13806799730209,84.02690920571699,39.76177815968746,59.86509274873525,24.745192550816245,3.231831100284207,57.98256934036857,600,Average
Route option 579,578,579,18.532890121563895,27.08,240.83,0.8702986160954902,12.972712165658397,0.1068,0.378,93.5924658389748,93.1530886085172,64.1411963475432,12.64755480607083,16.27366154499441,8.420625253755585,57.96231835478559,601,Average
Route option 291,290,291,30.92822348271265,174.02,894.91,0.2983375039991782,21.64923756654372,0.0114,0.699,56.88591341710174,73.29662056319899,38.78905671434724,66.77908937605396,88.15245655211842,0.673974827446204,57.9385332464419,602,Average
Route option 736,735,736,39.47428761427201,49.03,499.92,0.4108843518455052,27.631339084481258,0.06,0.607,88.10921535809749,85.28767106653228,21.309816353081064,51.264755480607086,74.00860719950388,4.620381648396266,57.89166227168784,603,Average
Route option 34,33,34,48.62826115194532,151.44,839.7,0.2303807740556852,34.03896698802752,0.0262,0.895,62.52654193000426,74.9726779274083,2.587220633867023,99.83136593591907,96.69263132564447,1.875761266747869,57.87597351303492,604,Average
Route option 922,921,922,35.91844532182713,64.46,778.65,0.5286472008077445,25.14230913481954,0.0306,0.672,84.25470260548076,76.82602518487936,28.582570355344668,62.225969645868474,59.209258955376484,2.233049127080796,57.83956042797358,605,Average
Route option 812,811,812,32.39014399389548,123.35,623.32,0.5440442761530195,22.672557398272517,0.008,0.682,69.54360370712698,81.54151133562434,35.798994902189136,63.91231028667792,57.274296596841346,0.3978887535525782,57.6965578887949,606,Average
Route option 615,614,615,16.497237336736035,105.59,576.27,0.811903064070775,11.547789367672028,0.0375,0.502,73.98016537183682,82.96984857500213,68.30471112701801,33.55817875210793,23.612275699946885,2.793341453511978,57.67871096421417,607,Average
Route option 353,352,353,31.01609994889614,172.23,1152.61,0.4661873231870844,21.710749618601227,0.0115,0.797,57.3330668731733,65.47340044443905,38.60932323108824,83.30522765598653,67.05864004915529,0.6820950060901341,57.61463855771187,608,Average
Route option 521,520,521,34.93408914531829,106.55,650.53,0.379022709016781,24.4532763254425,0.0279,0.634,73.74035122779846,80.71547400760161,30.59587120886348,55.817875210792586,78.01268447860818,2.0138043036946818,57.60566655449996,609,Average
Route option 494,493,494,19.94048483432837,101.74,456.56,0.6829954308506052,13.958004849898153,0.0097,0.479,74.9419200119907,86.60398780828406,61.26224693446778,29.679595278246207,39.81219759520654,0.535931790499391,57.56867870236677,610,Average
Route option 640,639,640,35.42448457520554,237.55,712.15,0.3014751415140777,24.796544899181,0.0084,0.817,41.01571282256251,78.84482277082245,29.592866848129567,86.67790893760541,87.7581472206439,0.4303694681282988,57.50323881370128,611,Average
Route option 465,464,465,31.412363511404617,127.79,1219.15,0.4596870384775557,21.988127464390075,0.0233,0.74,68.43446329094951,63.45338854415854,37.798846507666624,73.69308600337268,67.87553585245855,1.640276086073894,57.43546658416236,612,Average
Route option 474,473,474,36.385018537339384,67.52,769.61,0.5420045629706929,25.468902558152017,0.0146,0.676,83.49029502135845,77.10046022513387,27.628289501079717,62.90050590219225,57.53062892889174,0.9338205440519692,57.40507852509862,613,Average
Route option 447,446,447,13.707409968537627,30.28,206.06,0.9772130854433114,9.59495701383405,0.1279,0.324,92.79308535884691,94.2086313463103,74.01073701033664,3.5413153456998345,2.8376375513676635,10.133982947624851,57.40175356527358,614,Average
Route option 543,542,543,42.450150544208874,107.18,1112.85,0.3850513458098348,29.714393210486413,0.0185,0.829,73.58297319577328,66.68042889582398,15.223292470998137,88.70151770657674,77.2550610334895,1.2505075111652457,57.38683855629154,615,Average
Route option 658,657,658,42.66705205487487,60.07,741.98,0.4235755529837188,29.866220629076267,0.0655,0.704,85.35135270165623,77.93924785369941,14.779664435765866,67.62225969645868,72.41369414385154,5.0669914738124255,57.37220714738011,616,Average
Route option 876,875,876,24.340450931753843,65.45,457.3,0.7825466857507859,17.03790730149372,0.0451,0.517,84.00739426944118,86.58152299304197,52.26300894439561,36.0876897133221,27.301514452001683,3.410475030450671,57.30174882798266,617,Average
Route option 851,850,851,33.17492261168593,45.45,656.32,0.4476474412104587,23.221889264785503,0.0431,0.532,89.00352227024057,80.5397020072616,34.19388945486567,38.617200674536264,69.38856134602442,3.2480714575720673,57.28181706160515,618,Average
Route option 551,550,551,18.09220616450449,37.61,357.68,0.8781122636074041,12.664240788908412,0.0259,0.4,90.96200444655392,89.60577285036004,65.04252597603848,16.35750421585161,15.29171442326035,1.8514007308160785,57.26742927542958,619,Average
Route option 289,288,289,24.620011847492044,176.62,860.88,0.5398628265415204,17.23359525242048,0.0169,0.669,56.236416776997835,74.32969848575001,51.6912238083868,61.720067453625646,57.79978260122367,1.1205846528623629,57.216049988136895,620,Average
Route option 599,598,599,14.929430553448318,81.79,624.26,0.8495272919679238,10.450350921884597,0.0483,0.45,79.92555769278809,81.51297494869522,71.51134182662982,24.789207419898823,18.884009901580708,3.670320747056436,57.19530049644477,621,Average
Route option 426,425,426,45.10407596780755,87.99,676.37,0.2433693953647944,31.572096483081193,0.0337,0.701,78.37675801254028,79.93102694563515,9.795226443661626,67.11635750421586,95.0603412472494,2.4847746650426314,57.16390796137074,622,Average
Route option 769,768,769,25.52957498658067,44.88,471.82,0.6453858462073743,17.87027419037847,0.0872,0.444,89.14591191826335,86.14072688856237,49.83089693894907,23.77740303541316,44.53862316453557,6.8290702395452705,57.06584843161587,623,Average
Route option 899,898,899,21.836181086447,38.06,379.52,0.8277787321434866,15.284960422986996,0.0768,0.43,90.84959156653593,88.94275722213452,57.3849848483609,21.416526138279934,21.61716822346615,5.984571660576533,57.04896660285574,624,Average
Route option 396,395,396,17.947995576155012,28.62,312.39,0.9140890624353176,12.56329579643143,0.135,0.368,93.20776398291324,90.98068025889182,65.33747947715855,10.961214165261383,10.770482309268859,10.710515631343892,56.976875563197005,625,Average
Route option 224,223,224,12.85279758468311,28.55,149.76,0.9940781748653282,8.996742682651456,0.0338,0.303,93.22525043091603,95.917778776214,75.75867325831587,0.0,0.7181887292284519,2.4928948436865612,56.964737771112155,626,Average
Route option 593,592,593,28.072547402986565,55.25,450.79,0.5868176538919772,19.650312219355826,0.0711,0.469,86.55541954984886,86.77915265145536,44.62976277775268,27.99325463743676,51.89893315824605,5.521721477872513,56.8889854519046,627,Average
Route option 755,754,755,45.95680631346752,76.09,807.1,0.3913785709326864,32.16899341910185,0.0389,0.766,81.34945417301591,75.96234411239693,8.051139522982696,78.07757166947724,76.459913762196,2.9070239545270002,56.882001445669644,628,Average
Route option 845,844,845,29.279006715877717,84.53,766.1,0.5263700817645811,20.494813498058395,0.0468,0.567,79.24108815667859,77.20701630824155,42.16219501890126,44.5193929173693,59.495426265441445,3.548518067397483,56.86101676109722,629,Average
Route option 815,814,815,28.68918031018506,55.09,366.48,0.6797635307264802,20.081944909372776,0.0357,0.498,86.59538857385526,89.33862369612999,43.368565268154526,32.88364249578415,40.21835298163492,2.647178237921235,56.759866480252064,630,Average
Route option 878,877,878,11.029325343806914,64.21,274.79,0.9819383581709984,7.72034270575682,0.046,0.338,84.31715420549075,92.12213573605663,79.48821578218597,5.902192242833058,2.2438088756709624,3.4835566382460423,56.73890910190199,631,Average
Route option 58,57,58,21.176511537640916,160.28,703.39,0.7507210325674853,14.823202805854535,0.0186,0.628,60.31825335365092,79.11075761071511,58.734205077122006,54.80607082630692,31.301068884550375,1.2586276898091757,56.723605900360596,632,Average
Route option 669,668,669,37.191275448484205,51.82,631.17,0.653626226800982,26.033268869679688,0.0189,0.66,87.41225550198597,81.30320214690775,25.979254562201838,60.202360876897146,43.503048166617056,1.2829882257409666,56.69283157365739,633,Average
Route option 150,149,150,41.5842133694237,62.56,898.52,0.4346789013360717,29.108251715644187,0.0315,0.705,84.7293347655567,73.18702869424779,16.994391281259936,67.79089376053963,71.01832777499767,2.306130734876168,56.60718857862739,634,Average
Route option 713,712,713,18.056684065246117,67.5,396.37,0.8723202651914723,12.639375915368658,0.0584,0.424,83.49529114935925,88.43122730750082,65.11517922337148,20.404721753794266,16.01959934063607,4.490458790093383,56.57152572154202,635,Average
Route option 154,153,154,41.47293242269601,58.71,587.58,0.536266647545474,29.030356919854047,0.067,0.673,85.69108940571058,82.62650119609962,17.221993881186563,62.39460370994942,58.2517171950256,5.1887941534713775,56.5325487598247,636,Average
Route option 80,79,80,38.82861133918953,153.95,1059.67,0.2040630503805817,27.179376524195348,0.0065,0.742,61.89952786590393,68.29485980740975,22.630416179386646,74.03035413153457,100.0,0.27608607389362566,56.516356709511,637,Average
Route option 569,568,569,40.37065442154735,71.76,781.2,0.4778301329221397,28.258780811559927,0.0137,0.693,82.43111588518899,76.74861264586951,19.476479903104334,65.7672849915683,65.59547915140517,0.8607389362565977,56.4611075422548,638,Average
Route option 891,890,891,17.277360622664627,74.29,530.73,0.9750531531867012,12.093862579982492,0.0398,0.482,81.79910569308785,84.35234544814271,66.70912721654733,30.185497470489036,3.10907790739666,2.980105562322372,56.404584595336544,639,Average
Route option 965,964,965,42.97032396364842,68.98,736.73,0.3649576634041618,30.078505877337214,0.0429,0.673,83.12557767730009,78.09862661048439,14.159383273973836,62.39460370994942,79.7802496311584,3.231831100284207,56.40322393617029,640,Average
Route option 159,158,159,23.06719796636522,42.84,365.01,0.8834064492431517,16.146651586615302,0.0228,0.457,89.65551697434488,89.38324974802977,54.86718956837857,25.969645868465435,14.62639002271355,1.599675192854243,56.261102672176726,641,Average
Route option 217,216,217,41.6403385780835,82.66,795.33,0.2986271419619302,29.1475384201142,0.0478,0.653,79.70822612475332,76.31965610617965,16.879598553591528,59.021922428330534,88.1160575254877,3.6297198538367854,56.2229523154912,642,Average
Route option 32,31,32,28.701182474008885,73.25,431.12,0.6193237341558048,20.090346222693594,0.0539,0.496,82.05890434912942,87.37629172687642,43.34401727704395,32.54637436762226,47.813868928607754,4.125050751116525,56.21995783840321,643,Average
Route option 254,253,254,41.63505316652102,63.4,614.12,0.5219148518515442,29.143838720691853,0.0621,0.672,84.51949738952312,81.82080363322851,16.890408790641786,62.225969645868474,60.05531845191384,4.790905399918799,56.1809334465718,644,Average
Route option 277,276,277,37.43610189265143,83.99,654.68,0.3507080074678984,26.20464327323413,0.0118,0.588,79.37598361270015,80.58948889509539,25.478511740884848,48.06070826306914,81.57101490576024,0.7064555420219245,56.16728835707127,645,Average
